# darshan log version: 3.21
# compression method: ZLIB
# exe: /gpfs/alpine/csc143/proj-shared/againaru/lammps/build_andes/lmp -in ./input.lammps
# uid: 16326
# jobid: 2166757
# start_time: 1636313177
# start_time_asci: Sun Nov  7 14:26:17 2021
# end_time: 1636314409
# end_time_asci: Sun Nov  7 14:46:49 2021
# nprocs: 10
# run time: 1233
# metadata: lib_ver = 3.2.1
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 404 bytes (compressed)
# record table: 213 bytes (compressed)
# STDIO module: 1152 bytes (compressed), ver=2

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/autofs/nccs-svm1_compilers	autofs
# mount entry:	/autofs/nccs-svm1_compilers	nfs
# mount entry:	/autofs/nccs-svm1_packages	nfs
# mount entry:	/autofs/nccs-svm1_packages	autofs
# mount entry:	/sys/kernel/debug/tracing	tracefs
# mount entry:	/autofs/nccs-svm1_keytabs	autofs
# mount entry:	/autofs/nccs-svm1_techint	autofs
# mount entry:	/autofs/nccs-svm1_keytabs	nfs
# mount entry:	/autofs/nccs-svm1_techint	nfs
# mount entry:	/sys/firmware/efi/efivars	efivarfs
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/autofs/nccs-svm1_home1	nfs
# mount entry:	/autofs/nccs-svm1_home2	autofs
# mount entry:	/autofs/nccs-svm1_home1	autofs
# mount entry:	/autofs/nccs-svm1_home2	nfs
# mount entry:	/autofs/nccs-svm1_home	nfs
# mount entry:	/autofs/nccs-svm1_home	autofs
# mount entry:	/autofs/nccs-svm1_proj	nfs
# mount entry:	/autofs/nccs-svm1_prod	autofs
# mount entry:	/autofs/nccs-svm1_prod	nfs
# mount entry:	/autofs/nccs-svm1_proj	autofs
# mount entry:	/autofs/nccs-svm1_usw	nfs
# mount entry:	/autofs/nccs-svm1_sys	nfs
# mount entry:	/autofs/nccs-svm1_usw	autofs
# mount entry:	/autofs/nccs-svm1_sys	autofs
# mount entry:	/autofs/nccs-svm1_sw	nfs
# mount entry:	/autofs/nccs-svm1_sw	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/ccs/wwwusers	autofs
# mount entry:	/gpfs/alpine	gpfs
# mount entry:	/ccs/wwwproj	autofs
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/sys/fs/bpf	bpf
# mount entry:	/root	nfs
# mount entry:	/dev	devtmpfs
# mount entry:	/	overlay

# *******************************************************
# STDIO module data
# *******************************************************

# Per-file summary of I/O activity.
# -----
# <record_id>: darshan record id for this file
# <file_name>: full file name
# <nprocs>: number of processes that opened the file
# <slowest>: (estimated) time in seconds consumed in IO by slowest process
# <avg>: average time in seconds consumed in IO per process

# <record_id>	<file_name>	<nprocs>	<slowest>	<avg>
15920181672442173319	<STDOUT>	1	0.000078	0.000078
STDIO	0	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_META_TIME	0.001509	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_READ_TIME	0.048927	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.228224	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.229683	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_READ_START_TIMESTAMP	0.229711	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_OPEN_END_TIMESTAMP	0.402275	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_CLOSE_END_TIMESTAMP	0.516919	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_READ_END_TIMESTAMP	0.516532	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_READS	20	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_BYTES_READ	430	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_MAX_BYTE_READ	429	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_META_TIME	0.003341	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_READ_TIME	0.000012	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_OPEN_START_TIMESTAMP	0.524577	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_CLOSE_START_TIMESTAMP	0.528072	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_READ_START_TIMESTAMP	0.527923	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_OPEN_END_TIMESTAMP	0.527913	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_CLOSE_END_TIMESTAMP	0.528078	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_READ_END_TIMESTAMP	0.528064	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	12557012440145597561	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/PARM.lammps	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_WRITES	969	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_FLUSHES	51	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_BYTES_WRITTEN	40016613	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_MAX_BYTE_WRITTEN	40016612	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_META_TIME	0.006649	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_WRITE_TIME	0.084469	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_OPEN_START_TIMESTAMP	0.531057	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_CLOSE_START_TIMESTAMP	1231.962633	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_WRITE_START_TIMESTAMP	0.598251	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_READ_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_OPEN_END_TIMESTAMP	0.537623	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_CLOSE_END_TIMESTAMP	1231.962716	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_WRITE_END_TIMESTAMP	1231.961205	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_READ_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	0	311609093369530896	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/dump.lammpstrj	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_META_TIME	0.003303	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.227959	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.231299	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_WRITE_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_READ_START_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_OPEN_END_TIMESTAMP	0.231254	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_CLOSE_END_TIMESTAMP	0.231307	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_WRITE_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_READ_END_TIMESTAMP	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_FASTEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_SLOWEST_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_VARIANCE_RANK_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	1	7502756315724189539	STDIO_F_VARIANCE_RANK_BYTES	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_OPENS	1	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_FDOPENS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_READS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_WRITES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_SEEKS	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_FLUSHES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_BYTES_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_BYTES_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_MAX_BYTE_READ	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_MAX_BYTE_WRITTEN	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_FASTEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_FASTEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_SLOWEST_RANK	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_SLOWEST_RANK_BYTES	0	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_F_META_TIME	0.004787	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_F_WRITE_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_F_READ_TIME	0.000000	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_F_OPEN_START_TIMESTAMP	0.228216	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
STDIO	2	7502756315724189539	STDIO_F_CLOSE_START_TIMESTAMP	0.233029	/gpfs/alpine/csc143/proj-shared/againaru/lammps/input-WaterGraphene/darshan/data.lammps	/gpfs/alpine	gpfs
